fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.1592920353982301,0.523972602739726,0.0,0.0958904109589041,0.2570951585976628,0.0704225352112676,0.0212014134275618,0.3994126284875194,0.6456692913385828,0.1077844311377245,0.3692307692307693
0.2035398230088496,0.3493150684931507,0.01,0.1027397260273972,0.1068447412353923,0.1830985915492957,0.1166077738515901,0.3781204111600588,0.4724409448818896,0.1197604790419161,0.3692307692307693
0.336283185840708,0.3013698630136986,0.04,0.0753424657534246,0.1168614357262103,0.1267605633802817,0.0565371024734982,0.5528634361233521,0.3779527559055119,0.0658682634730538,0.1846153846153845
0.2212389380530973,0.3219178082191781,0.02,0.0958904109589041,0.1168614357262103,0.323943661971831,0.3109540636042402,0.5411160058737156,0.637795275590551,0.1197604790419161,0.1999999999999998
0.2212389380530973,0.4931506849315068,0.02,0.2397260273972603,0.1402337228714524,0.056338028169014,0.0247349823321554,0.5088105726872254,0.5275590551181104,0.1437125748502993,0.3999999999999999
0.2831858407079646,0.541095890410959,0.07,0.0684931506849315,0.0767946577629382,0.2957746478873239,0.1448763250883392,0.3803230543318631,0.6062992125984251,0.059880239520958,0.3538461538461537
0.2212389380530973,0.2123287671232877,0.42,0.3150684931506849,0.0968280467445743,0.3943661971830985,0.4346289752650176,0.5308370044052847,0.5354330708661417,0.2335329341317365,0.323076923076923
0.8141592920353983,0.2534246575342466,0.67,0.1438356164383561,0.1352253756260434,0.0704225352112676,0.0318021201413427,0.6262848751835579,0.2204724409448818,0.3592814371257485,0.5538461538461538
0.5221238938053098,0.2123287671232877,0.35,0.1643835616438356,0.1335559265442404,0.323943661971831,0.2261484098939929,0.5807635829662255,0.3700787401574802,0.215568862275449,0.323076923076923
0.1946902654867256,0.3356164383561644,0.2,0.0616438356164383,0.1085141903171953,0.1408450704225352,0.2084805653710247,0.5161527165932451,0.6299212598425198,0.1497005988023952,0.1384615384615385
0.3716814159292036,0.1986301369863013,0.64,0.0890410958904109,0.1352253756260434,0.1126760563380281,0.127208480565371,0.6262848751835579,0.6299212598425198,0.1976047904191617,0.323076923076923
0.6991150442477876,0.1780821917808219,0.6,0.1164383561643835,0.1151919866444073,0.4225352112676056,0.2332155477031802,0.6997063142437637,0.2834645669291338,0.2395209580838323,0.323076923076923
0.6991150442477876,0.2328767123287671,0.49,0.2465753424657534,0.0968280467445743,0.352112676056338,0.1519434628975265,0.589574155653451,0.2440944881889761,0.1437125748502993,0.1846153846153845
0.3893805309734513,0.2191780821917808,0.49,0.1027397260273972,0.1101836393989983,0.352112676056338,0.4063604240282685,0.5675477239353917,0.3858267716535432,0.1497005988023952,0.1230769230769229
0.3185840707964601,0.1095890410958904,0.6,0.1438356164383561,0.1535893155258764,0.1267605633802817,0.0565371024734982,0.602790014684285,0.5118110236220473,0.2095808383233533,0.3384615384615383
0.2035398230088496,0.226027397260274,0.11,0.1027397260273972,0.0517529215358931,0.0704225352112676,0.0212014134275618,0.254772393538912,0.4409448818897636,0.1916167664670658,0.4615384615384615
0.2920353982300885,0.1506849315068493,0.36,0.0684931506849315,0.0884808013355592,0.056338028169014,0.0141342756183745,0.3024963289280487,0.4173228346456692,0.125748502994012,0.4307692307692306
0.4159292035398231,0.2465753424657534,0.29,0.0821917808219178,0.1919866444073455,0.0704225352112676,0.0353356890459364,0.4941262848751858,0.3779527559055119,0.2335329341317365,0.4307692307692306
0.3185840707964601,0.3082191780821917,0.26,0.0890410958904109,0.0801335559265442,0.380281690140845,0.2084805653710247,0.4280469897209997,0.4409448818897636,0.059880239520958,0.2615384615384614
0.247787610619469,0.7294520547945206,0.0,0.2294520547945205,0.1419031719532554,0.056338028169014,0.0282685512367491,0.4794419970631463,0.7007874015748031,0.125748502994012,0.3538461538461537
0.2654867256637168,0.4075342465753425,0.0,0.0821917808219178,0.0934891485809683,0.4084507042253521,0.1024734982332155,0.3861967694566854,0.5826771653543307,0.1916167664670658,0.4615384615384615
0.5752212389380531,0.1301369863013698,0.49,0.1232876712328767,0.1368948247078464,0.2112676056338028,0.1448763250883392,0.6262848751835579,0.2992125984251969,0.4131736526946107,0.3384615384615383
0.6460176991150443,0.184931506849315,0.69,0.1301369863013698,0.1385642737896494,0.2253521126760563,0.1024734982332155,0.6850220264317161,0.2834645669291338,0.1676646706586826,0.3692307692307693
0.4424778761061946,0.4452054794520548,0.12,0.136986301369863,0.1168614357262103,0.4084507042253521,0.2402826855123674,0.6299559471365678,0.4409448818897636,0.18562874251497,0.3076923076923077
0.2123893805309734,0.363013698630137,0.02,0.0821917808219178,0.0901502504173622,0.0985915492957746,0.0671378091872791,0.5234948604992649,0.5748031496062994,0.2035928143712575,0.1692307692307691
0.1150442477876106,0.2191780821917808,0.0,0.047945205479452,0.0500834724540901,0.028169014084507,0.0176678445229682,0.3179148311306869,0.5826771653543307,0.311377245508982,0.5076923076923076
0.3451327433628319,0.2397260273972602,0.27,0.0684931506849315,0.0767946577629382,0.2394366197183098,0.1130742049469964,0.3751835535976476,0.3307086614173229,0.311377245508982,0.4153846153846153
0.3185840707964601,0.2671232876712329,0.24,0.0753424657534246,0.1118530884808013,0.2112676056338028,0.2826855123674912,0.5558002936857551,0.4724409448818896,0.18562874251497,0.1692307692307691
0.3893805309734513,0.4554794520547945,0.24,0.0547945205479452,0.1101836393989983,0.1267605633802817,0.0530035335689045,0.5029368575624111,0.4330708661417323,0.2035928143712575,0.2461538461538461
0.2123893805309734,0.226027397260274,0.34,0.1232876712328767,0.1168614357262103,0.2112676056338028,0.2332155477031802,0.5822320117474312,0.637795275590551,0.1616766467065868,0.1692307692307691
0.4690265486725664,0.3082191780821917,0.25,0.0753424657534246,0.1535893155258764,0.1549295774647887,0.293286219081272,0.4574155653450788,0.2362204724409448,0.3413173652694611,0.2615384615384614
0.3185840707964601,0.0821917808219178,0.34,0.2876712328767123,0.0834724540901502,0.0985915492957746,0.0565371024734982,0.5381791483113044,0.3779527559055119,0.3652694610778442,0.3846153846153846
0.247787610619469,0.3972602739726027,0.0,0.0684931506849315,0.1068447412353923,0.1408450704225352,0.0989399293286219,0.5675477239353917,0.6062992125984251,0.1377245508982036,0.1538461538461538
0.2654867256637168,0.1164383561643835,0.49,0.1232876712328767,0.1335559265442404,0.3380281690140845,0.1908127208480565,0.5161527165932451,0.4488188976377953,0.1676646706586826,0.2615384615384614
0.5929203539823009,0.1712328767123287,0.41,0.0958904109589041,0.1268781302170283,0.0704225352112676,0.0353356890459364,0.6409691629955975,0.2755905511811021,0.281437125748503,0.1384615384615385
0.1150442477876106,0.3356164383561644,0.08,0.0821917808219178,0.0984974958263772,0.2112676056338028,0.0636042402826855,0.2709251101321571,0.6456692913385828,0.2634730538922156,0.4153846153846153
0.4690265486725664,0.3493150684931507,0.24,0.1027397260273972,0.1085141903171953,0.0704225352112676,0.0954063604240282,0.5381791483113044,0.2755905511811021,0.1437125748502993,0.1538461538461538
0.2123893805309734,0.2876712328767123,0.0,0.0821917808219178,0.1118530884808013,0.5352112676056338,0.1731448763250883,0.4060205580029404,0.5118110236220473,0.3053892215568862,0.4615384615384615
0.2743362831858407,0.3767123287671233,0.23,0.0821917808219178,0.1268781302170283,0.2253521126760563,0.3180212014134275,0.450073421439059,0.4566929133858266,0.0898203592814371,0.1692307692307691
0.2920353982300885,0.2808219178082192,0.24,0.0753424657534246,0.1001669449081803,0.1971830985915492,0.3498233215547703,0.4353891336270195,0.4173228346456692,0.125748502994012,0.1538461538461538
0.3716814159292036,0.1712328767123287,0.48,0.0821917808219178,0.1419031719532554,0.5352112676056338,0.4911660777385159,0.5455212922173324,0.2362204724409448,0.4191616766467065,0.1384615384615385
0.3805309734513274,0.3424657534246575,0.18,0.1986301369863013,0.2737896494156928,0.7183098591549296,0.4911660777385159,0.6262848751835579,0.3307086614173229,0.3293413173652695,0.1230769230769229
0.4336283185840708,0.4212328767123288,0.1,0.0821917808219178,0.1118530884808013,0.0704225352112676,0.0883392226148409,0.6262848751835579,0.3858267716535432,0.1377245508982036,0.2615384615384614
0.3097345132743362,0.2910958904109589,0.18,0.0684931506849315,0.1135225375626043,0.1690140845070422,0.1024734982332155,0.5234948604992649,0.4409448818897636,0.155688622754491,0.0923076923076922
0.2389380530973451,0.2534246575342466,0.1,0.1164383561643835,0.0934891485809683,0.0422535211267605,0.0282685512367491,0.4074889867841378,0.4409448818897636,0.0838323353293413,0.323076923076923
0.5752212389380531,0.226027397260274,0.73,0.1575342465753424,0.0901502504173622,0.0704225352112676,0.0565371024734982,0.6262848751835579,0.3385826771653542,0.1976047904191617,0.4307692307692306
0.3274336283185841,0.1232876712328767,0.49,0.1986301369863013,0.1302170283806344,0.1408450704225352,0.0636042402826855,0.3604992657856081,0.4173228346456692,0.18562874251497,0.5692307692307691
0.1858407079646018,0.1095890410958904,0.28,0.1027397260273972,0.0,0.4929577464788732,0.3321554770318021,0.0418502202643143,0.4094488188976376,0.0359281437125748,0.5076923076923076
0.3539823008849557,0.4863013698630137,0.0,0.1301369863013698,0.1385642737896494,0.2253521126760563,0.1307420494699646,0.5983847283406764,0.4645669291338583,0.1616766467065868,0.3076923076923077
0.5840707964601769,0.1095890410958904,0.56,0.0684931506849315,0.1051752921535893,0.2253521126760563,0.1908127208480565,0.5822320117474312,0.3307086614173229,0.1497005988023952,0.2153846153846154
0.5044247787610621,0.1986301369863013,0.42,0.1027397260273972,0.335559265442404,0.0704225352112676,0.0282685512367491,0.6850220264317161,0.3543307086614172,0.1736526946107784,0.1692307692307691
0.2831858407079646,0.3082191780821917,0.31,0.0616438356164383,0.0951585976627713,0.352112676056338,0.4028268551236749,0.4537444933920689,0.4330708661417323,0.1197604790419161,0.1384615384615385
0.3805309734513274,0.2465753424657534,0.53,0.2123287671232877,0.1485809682804674,0.028169014084507,0.0141342756183745,0.4251101321585885,0.3700787401574802,0.155688622754491,0.5692307692307691
0.2300884955752212,0.1712328767123287,0.32,0.0753424657534246,0.0834724540901502,0.1971830985915492,0.07773851590106,0.3399412628487543,0.3858267716535432,0.2395209580838323,0.4461538461538462
0.1415929203539823,0.1643835616438356,0.24,0.0890410958904109,0.1385642737896494,0.2535211267605634,0.127208480565371,0.3325991189427346,0.6535433070866141,0.1437125748502993,0.5076923076923076
0.2212389380530973,0.3835616438356165,0.07,0.0684931506849315,0.1051752921535893,0.2112676056338028,0.1590106007067137,0.4977973568281957,0.5039370078740156,0.1137724550898203,0.1692307692307691
0.4601769911504425,0.589041095890411,0.32,0.0958904109589041,0.1101836393989983,0.4788732394366197,0.5159010600706714,0.5822320117474312,0.4015748031496062,0.0898203592814371,0.1538461538461538
0.4247787610619469,0.386986301369863,0.26,0.1027397260273972,0.1168614357262103,0.3098591549295774,0.4840989399293286,0.5675477239353917,0.4251968503937006,0.1317365269461078,0.1538461538461538
0.1415929203539823,0.3972602739726027,0.15,0.2876712328767123,0.1068447412353923,0.1690140845070422,0.0742049469964664,0.4515418502202646,0.6299212598425198,0.1616766467065868,0.5384615384615384
0.2212389380530973,0.0684931506849315,0.49,0.0616438356164383,0.0450751252086811,0.0985915492957746,0.0424028268551236,0.2474302496328922,0.5118110236220473,0.1377245508982036,0.6153846153846154
0.3539823008849557,0.3595890410958904,0.25,0.0753424657534246,0.1185308848080133,0.0985915492957746,0.07773851590106,0.5932452276064608,0.4251968503937006,0.1616766467065868,0.2461538461538461
0.3008849557522124,0.2054794520547945,0.32,0.1095890410958904,0.1135225375626043,0.352112676056338,0.4098939929328622,0.58296622613803,0.3779527559055119,0.4431137724550898,0.1999999999999998
0.3628318584070796,0.273972602739726,0.09,0.1095890410958904,0.1318864774624374,0.2676056338028169,0.1519434628975265,0.5528634361233521,0.4724409448818896,0.3173652694610778,0.3384615384615383
0.495575221238938,0.3595890410958904,0.36,0.0616438356164383,0.0684474123539232,0.056338028169014,0.0282685512367491,0.5969162995594707,0.3385826771653542,0.0538922155688622,0.2461538461538461
0.6548672566371682,0.1780821917808219,0.56,0.0821917808219178,0.1352253756260434,0.0704225352112676,0.0636042402826855,0.6740088105726865,0.3149606299212599,0.2275449101796407,0.3846153846153846
0.2654867256637168,0.1986301369863013,0.33,0.1095890410958904,0.1101836393989983,0.0704225352112676,0.0600706713780918,0.4133627019089602,0.4409448818897636,0.1497005988023952,0.4307692307692306
0.247787610619469,0.2397260273972602,0.46,0.0890410958904109,0.1702838063439065,0.0845070422535211,0.0494699646643109,0.469897209985314,0.4566929133858266,0.1796407185628742,0.323076923076923
0.495575221238938,0.0821917808219178,0.49,0.1027397260273972,0.1051752921535893,0.1267605633802817,0.07773851590106,0.5675477239353917,0.3149606299212599,0.1676646706586826,0.3076923076923077
0.2920353982300885,0.0410958904109589,0.4,0.0616438356164383,0.0834724540901502,0.0845070422535211,0.0494699646643109,0.2958883994126276,0.4251968503937006,0.2215568862275448,0.4153846153846153
0.4070796460176991,0.3767123287671233,0.1,0.1438356164383561,0.1318864774624374,0.1549295774647887,0.1484098939929328,0.6468428781204116,0.4488188976377953,0.125748502994012,0.1692307692307691
0.2300884955752212,0.1575342465753424,0.26,0.0616438356164383,0.1185308848080133,0.4507042253521127,0.2438162544169611,0.4941262848751858,0.5196850393700787,0.1497005988023952,0.1692307692307691
0.4247787610619469,0.1883561643835616,0.46,0.2534246575342466,0.1368948247078464,0.028169014084507,0.0141342756183745,0.4640234948604999,0.4173228346456692,0.18562874251497,0.5846153846153844
0.4070796460176991,0.3013698630136986,0.18,0.047945205479452,0.1101836393989983,0.1267605633802817,0.0530035335689045,0.4177679882525688,0.3228346456692912,0.0958083832335329,0.2307692307692307
0.5044247787610621,0.1027397260273972,0.24,0.0821917808219178,0.1001669449081803,0.1971830985915492,0.0954063604240282,0.4060205580029404,0.3779527559055119,0.1976047904191617,0.676923076923077
0.0,0.273972602739726,0.15,0.0821917808219178,0.0701168614357262,0.0985915492957746,0.2084805653710247,0.2444933920704811,0.9133858267716536,0.1377245508982036,0.723076923076923
0.2123893805309734,0.2876712328767123,0.09,0.0753424657534246,0.1151919866444073,0.1267605633802817,0.0353356890459364,0.3465491923641672,0.5433070866141734,0.155688622754491,0.4769230769230769
0.3893805309734513,0.2123287671232877,0.34,0.1095890410958904,0.1135225375626043,0.352112676056338,0.2826855123674912,0.6336270190895777,0.5039370078740156,0.1736526946107784,0.1692307692307691
0.1415929203539823,0.3561643835616438,0.09,0.1095890410958904,0.1151919866444073,0.1971830985915492,0.0706713780918728,0.3898678414096953,0.6535433070866141,0.1796407185628742,0.5538461538461538
0.247787610619469,0.1643835616438356,0.29,0.1164383561643835,0.1252086811352253,0.352112676056338,0.2332155477031802,0.4684287812041084,0.5118110236220473,0.2095808383233533,0.3999999999999999
0.5132743362831859,0.3356164383561644,0.49,0.0821917808219178,0.3138564273789649,0.056338028169014,0.0353356890459364,0.6850220264317161,0.3307086614173229,0.1796407185628742,0.0
0.2123893805309734,0.3287671232876712,0.3,0.2465753424657534,0.0934891485809683,0.2676056338028169,0.3674911660777385,0.6659324522760679,0.4409448818897636,0.5029940119760479,0.2769230769230767
0.3628318584070796,0.1986301369863013,0.41,0.363013698630137,0.1101836393989983,0.3380281690140845,0.127208480565371,0.383994126284873,0.3937007874015749,0.2634730538922156,0.6461538461538461
0.3097345132743362,0.4794520547945205,0.0,0.2191780821917808,0.1385642737896494,0.056338028169014,0.0282685512367491,0.6218795888399412,0.4881889763779526,0.1197604790419161,0.1846153846153845
0.2831858407079646,0.273972602739726,0.25,0.0684931506849315,0.1151919866444073,0.1830985915492957,0.1130742049469964,0.6116005873715102,0.5433070866141734,0.1916167664670658,0.0923076923076922
0.2566371681415929,0.1986301369863013,0.15,0.1917808219178082,0.1535893155258764,0.3943661971830985,0.3109540636042402,0.5719530102790003,0.3149606299212599,0.1497005988023952,0.1076923076923075
0.1769911504424778,0.5034246575342466,0.02,0.1027397260273972,0.0834724540901502,0.1971830985915492,0.0600706713780918,0.4552129221732745,0.6299212598425198,0.1616766467065868,0.3999999999999999
0.2566371681415929,0.4349315068493151,0.0,0.0684931506849315,0.1202003338898163,0.0704225352112676,0.0212014134275618,0.4882525697503716,0.4724409448818896,0.0958083832335329,0.1999999999999998
0.4867256637168141,0.5582191780821918,0.22,0.1712328767123287,0.1552587646076794,0.1408450704225352,0.2826855123674912,0.8024963289280406,0.5433070866141734,0.18562874251497,0.4461538461538462
0.2566371681415929,0.2602739726027397,0.36,0.3561643835616438,0.0984974958263772,0.2253521126760563,0.3392226148409894,0.5675477239353917,0.4803149606299213,0.281437125748503,0.323076923076923
0.3274336283185841,0.3150684931506849,0.13,0.136986301369863,0.1402337228714524,0.1830985915492957,0.2014134275618374,0.6116005873715102,0.3385826771653542,0.1736526946107784,0.1076923076923075
0.4778761061946903,0.1575342465753424,0.45,0.1095890410958904,0.1335559265442404,0.2676056338028169,0.2897526501766784,0.6688693098384709,0.3228346456692912,0.059880239520958,0.1538461538461538
